Key,english
shapestairsFilledRailingMetalLeft2,Stairs Filled Railing Metal Left2
shapestairsFilledRailingMetalRight,Stairs Filled Railing Metal Right
shapestairsFilledRailingMetalRight2,Stairs Filled Railing Metal Right2
shapestairsFilledRailingRight,Stairs Filled Railing Right
shapestairsFilledVerticalUV,Stairs Filled
shapestairsHollow,Stairs Hollow
shapestairsHollowDestroyed,Stairs Hollow Destroyed
shapestairsHollowRailingLeft,Stairs Hollow Railing Left
shapestairsHollowRailingMetalFillerLeft,Stairs Hollow Railing Metal Filler Left
shapestairsHollowRailingMetalFillerRight,Stairs Hollow Railing Metal Filler Right
shapestairsHollowRailingMetalLeft,Stairs Hollow Railing Metal Left
shapestairsHollowRailingMetalLeft2,Stairs Hollow Railing Metal Left2
shapestairsHollowRailingMetalLeftEnd,Stairs Hollow Railing Metal Left End
shapestairsHollowRailingMetalRight,Stairs Hollow Railing Metal Right
shapestairsHollowRailingMetalRight2,Stairs Hollow Railing Metal Right2
shapestairsHollowRailingMetalRightEnd,Stairs Hollow Railing Metal Right End
shapestairsHollowRailingRight,Stairs Hollow Railing Right
shapestairsRailing,Stairs Railing
shapestairsRailingMetal,Stairs Railing Metal
shapestairsSpiralMetalLeft,Stairs Spiral Metal Left
shapestairsSpiralMetalRight,Stairs Spiral Metal Right
shapestairsSpiralPillar,Stairs Spiral Pillar
shapestairsSpiralPillarRailingCornerLeft,Stairs Spiral Pillar Railing Corner Left
shapestairsSpiralPillarRailingCornerRight,Stairs Spiral Pillar Railing Corner Right
shapestairsSpiralPillarRailingLeft,Stairs Spiral Pillar Railing Left
shapestairsSpiralPillarRailingRight,Stairs Spiral Pillar Railing Right
shapestairsWinder,Stairs Winder
shapestairsWinderHollowFiller,Stairs Winder Hollow Filler Left
shapestairsWinderHollowFiller2,Stairs Winder Hollow Filler Right
shapestairsWinderTip,Stairs Winder Tip
shapestorageCube,Storage Cube
shapestorageCubeHalf,Storage Cube Half
shapesupport,Support
shapetable,Table
shapetableDynamic,Table Dynamic
shapetablePole.025Centered,Table Pole 0.025 Centered
shapetrellisDiamond,Trellis Diamond
shapetrellisSquare,Trellis Square
shapetrussing,Trussing
shapetrussingBent,Trussing Bent
shapetrussingCentered,Trussing Centered
shapetrussingUncentered,Trussing Uncentered
shapeverticalBlindsBottom,Vertical Blinds Bottom
shapeverticalBlindsBottomOpen,"Vertical Blinds Bottom, Open"
shapeverticalBlindsTop,Vertical Blinds Top Left
shapeverticalBlindsTop2,Vertical Blinds Top Right
shapeverticalBlindsTop2Open,"Vertical Blinds Top Right, Open"
shapeverticalBlindsTopOpen,"Vertical Blinds Top Left, Open"
shapeverticalBlindsTopRailOnly,Vertical Blinds Top Rail Only
shapewallStud,Wall Stud
shapewallStudBroken,Wall Stud Broken
shapewedge60,Wedge60
shapewedge60Corner,Wedge60 Corner
shapewedge60Gable1m,Wedge60 Gable 1m
shapewedge60Gable1mHollow,Wedge60 Gable 1m Hollow
shapewedge60Gable1mHollowLeft,Wedge60 Gable 1m Hollow Left
shapewedge60Gable1mHollowRight,Wedge60 Gable 1m Hollow Right
shapewedge60Gable1mLeft,Wedge60 Gable 1m Left
shapewedge60Gable1mRight,Wedge60 Gable 1m Right
shapewedge60GablePyramid,Wedge60 Gable Pyramid
shapewedge60GablePyramidHollow,Wedge60 Gable Pyramid Hollow
shapewedge60Incline,Wedge60 Incline
shapewedge60InclineCorner,Wedge60 Incline Corner
shapewedge60InclineFiller,Wedge60 Incline Filler
shapewedge60InclineHalfLeft,Wedge60 Incline 1/2 Left
shapewedge60InclineHalfLeftFiller,Wedge60 Incline 1/2 Left Filler
shapewedge60InclineHalfRight,Wedge60 Incline 1/2 Right
shapewedge60InclineHalfRightFiller,Wedge60 Incline 1/2 Right Filler
shapewedge60InclineLeft,Wedge60 Incline Left
shapewedge60InclinePillar0.025,Wedge60 Incline Pillar 0.025m
shapewedge60InclineRight,Wedge60 Incline Right
shapewedge60InsideCorner,Wedge60 Inside Corner Tip
shapewedge60InsideCorner2,Wedge60 Inside Corner
shapewedge60InsideCornerBase2,Wedge60 Inside Corner Base 02
shapewedge60InsideCornerTip2,Wedge60 Inside Corner Tip 02
shapewedge60Pillar0.025,Wedge60 Pillar 0.025m
shapewedge60SlopeBase,Wedge60 Slope Base
shapewedge60SlopeCorner01,Wedge60 Slope Corner 01
shapewedge60SlopeCorner02,Wedge60 Slope Corner 02
shapewedge60SlopeCorner03,Wedge60 Slope Corner 03
shapewedge60SlopeCorner04,Wedge60 Slope Corner 04
shapewedge60SlopeMiddle,Wedge60 Slope Middle
shapewedge60SlopeTip,Wedge60 Slope Tip
shapewedge60SlopeTip2,Wedge60 Slope Tip 2
shapewedge60SplitLeft01,Wedge60 Split Left 01
shapewedge60SplitLeft02,Wedge60 Split Left 02
shapewedge60SplitLeft03,Wedge60 Split Left 03
shapewedge60SplitLeft04,Wedge60 Split Left 04
shapewedge60SplitLeft05,Wedge60 Split Left 05
shapewedge60SplitLeft06,Wedge60 Split Left 06
shapewedge60SplitLeft07,Wedge60 Split Left 07
shapewedge60SplitLeft08,Wedge60 Split Left 08
shapewedge60SplitLeft09,Wedge60 Split Left 09
shapewedge60SplitLeft10,Wedge60 Split Left 10
shapewedge60SplitLeft11,Wedge60 Split Left 11
shapewedge60SplitLeft12,Wedge60 Split Left 12
shapewedge60SplitLeft13,Wedge60 Split Left 13
shapewedge60SplitLeft14,Wedge60 Split Left 14
shapewedge60SplitRight01,Wedge60 Split Right 01
shapewedge60SplitRight02,Wedge60 Split Right 02
shapewedge60SplitRight03,Wedge60 Split Right 03
shapewedge60SplitRight04,Wedge60 Split Right 04
shapewedge60SplitRight05,Wedge60 Split Right 05
shapewedge60SplitRight06,Wedge60 Split Right 06
shapewedge60SplitRight07,Wedge60 Split Right 07
shapewedge60SplitRight08,Wedge60 Split Right 08
shapewedge60SplitRight09,Wedge60 Split Right 09
shapewedge60SplitRight10,Wedge60 Split Right 10
shapewedge60SplitRight11,Wedge60 Split Right 11
shapewedge60SplitRight12,Wedge60 Split Right 12
shapewedge60SplitRight13,Wedge60 Split Right 13
shapewedge60SplitRight14,Wedge60 Split Right 14
shapewedge60Tip,Wedge60 Tip
shapewedge60TipCorner,Wedge60 Corner Tip
shapewedge60TipCornerBase,Wedge60 Tip Corner Base
shapewedge60TipCornerTop,Wedge60 Tip Corner Top
shapewedge60TipGableHalf,Wedge60 Tip Gable 1/2
shapewedge60TipHalf,Wedge60 Tip 1/2
shapewedge60TipHalfCornerLeft,Wedge60 Tip 1/2 Corner Left
shapewedge60TipHalfCornerRight,Wedge60 Tip 1/2 Corner Right
shapewedge60TipHalfInsideCorner,Wedge60 Tip 1/2 Inside Corner
shapewedge60TipHalfLeft,Wedge60 Tip 1/2 Left
shapewedge60TipHalfOutsideCorner,Wedge60 Tip 1/2 Outside Corner
shapewedge60TipHalfRight,Wedge60 Tip 1/2 Right
shapewedge60TipPillar0.025,Wedge60 Tip Pillar 0.025m
shapewedge60TipTrimQuarterLeft,Wedge60 Tip Trim 1/4 Left
shapewedge60TipTrimQuarterLeft2Sided,Wedge60 Trim 1/4 Right 2-Sided
shapewedge60TipTrimQuarterRight,Wedge60 Tip Trim 1/4 Right
shapewedge60TipTrimQuarterRight2Sided,Wedge60 Tip Trim 1/4 Right 2-Sided
shapewedge60TipWedgeTip,Wedge60Tip Wedge Tip
shapewedge60TipWedgeTipLeft,Wedge60 Tip Wedge Tip Left
shapewedge60TipWedgeTipRight,Wedge60 Tip Wedge Tip Right
shapewedge60TrimQuarterLeft,Wedge60 Trim 1/4 Left
shapewedge60TrimQuarterLeft2Sided,Wedge60 Trim 1/4 Left 2-Sided
shapewedge60TrimQuarterLeftFiller,Wedge60 Trim Quarter Left Filler
shapewedge60TrimQuarterRight,Wedge60 Trim 1/4 Right
shapewedge60TrimQuarterRight2Sided,Wedge60 Tip Trim 1/4 Left 2-Sided
shapewedge60TrimQuarterRightFiller,Wedge60 Trim Quarter Right Filler
shapewedgeInclineCornerTop,Wedge Incline Corner Top
shapewedgeInclineCornerTop2,Wedge Incline Corner Top 02
shapewedgeInsideCornerBase,Wedge Inside Corner Base
shapewedgeInsideCornerBase2,Wedge Inside Corner Base 02
shapewedgeInsideCornerTop,Wedge Inside Corner Top
shapewedgeInsideCornerTop2,Wedge Inside Corner Top 02
shapewedgeNarrowBottomTrimLeft,Wedge Narrow Bottom Left Trim 2-Sided
shapewedgeNarrowBottomTrimLeft2,Wedge Narrow Bottom Left Trim 1-Sided
shapewedgeNarrowBottomTrimRight,Wedge Narrow Bottom Right Trim 2-Sided
shapewedgeNarrowBottomTrimRight2,Wedge Narrow Bottom Right Trim 1-Sided
shapewedgeNarrowHigh,Wedge Narrow High
shapewedgeNarrowHighCorner,Wedge Narrow High Corner
shapewedgeNarrowHighLeftTrim2Sided,Wedge Narrow High Left Trim 2-Sided
shapewedgeNarrowHighLeftTrim2SidedRail,Wedge Narrow High Left Trim 2-Sided Rail
shapewedgeNarrowHighLeftTrim2SidedRailEnd,Wedge Narrow High Left Trim 2-Sided Rail End
shapewedgeNarrowHighRightTrim2Sided,Wedge Narrow High Right Trim 2-Sided
shapewedgeNarrowHighRightTrim2SidedRail,Wedge Narrow High Right Trim 2-Sided Rail
shapewedgeNarrowHighRightTrim2SidedRailEnd,Wedge Narrow High Right Trim 2-Sided Rail End
shapewedgeNarrowLow,Wedge Narrow Low
shapewedgeNarrowLowCorner,Wedge Narrow Low Corner
shapewedgeNarrowLowLeftTrim2Sided,Wedge Narrow Low Left Trim 2-Sided
shapewedgeNarrowLowLeftTrim2SidedRail,Wedge Narrow Low Left Trim 2-Sided Rail
shapewedgeNarrowLowRightTrim2Sided,Wedge Narrow Low Right Trim 2-Sided
shapewedgeNarrowLowRightTrim2SidedRail,Wedge Narrow Low Right Trim 2-Sided Rail
shapewedgeNarrowMid,Wedge Narrow Middle
shapewedgeNarrowMidCorner,Wedge Narrow Middle Corner
shapewedgeNarrowMidLeftTrim2Sided,Wedge Narrow Mid Left Trim 2-Sided
shapewedgeNarrowMidLeftTrim2SidedRail,Wedge Narrow Mid Left Trim 2-Sided Rail
shapewedgeNarrowMidRightTrim2Sided,Wedge Narrow Mid Right Trim 2-Sided
shapewedgeNarrowMidRightTrim2SidedRail,Wedge Narrow Mid Right Trim 2-Sided Rail
shapewedgeNarrowTip,Wedge Narrow Tip
shapewedgeNarrowTipCorner,Wedge Narrow Tip Corner
shapewedgeNarrowTipLeftTrim2Sided,Wedge Narrow Tip Left Trim 2-Sided
shapewedgeNarrowTipLeftTrim2SidedRail,Wedge Narrow Tip Left Trim 2-Sided Rail
shapewedgeNarrowTipLeftTrim2SidedRailEnd,Wedge Narrow Tip Left Trim 2-Sided Rail End
shapewedgeNarrowTipRightTrim2Sided,Wedge Narrow Tip Right Trim 2-Sided
shapewedgeNarrowTipRightTrim2SidedRail,Wedge Narrow Tip Right Trim 2-Sided Rail
shapewedgeNarrowTipRightTrim2SidedRailEnd,Wedge Narrow Tip Right Trim 2-Sided Rail End
shapewedgeRampLeft,Wedge Ramp Left
shapewedgeRampRight,Wedge Ramp Right
shapewedgeStairs,Wedge Stairs
shapewedgeStairsInsideCorner,Wedge Stairs Inside Corner
shapewedgeStairsOutsideCorner,Wedge Stairs Outside Corner
shapewedgeSteepTipLeft,Wedge Steep Tip Left
shapewedgeSteepTipRight,Wedge Steep Tip Right
shapewedgeSteepWedgeLeft,Wedge Steep Wedge Left
shapewedgeSteepWedgeRight,Wedge Steep Wedge Right
shapewedgeTipFull,Wedge Tip Full
shapewedgeTipHalf,Wedge Tip 1/2
shapewedgeTipHalfCorner,Wedge Tip 1/2 Corner
shapewedgeTipHalfCross,Wedge Tip 1/2 Cross
shapewedgeTipHalfTee,Wedge Tip Half Tee
shapewedgeTipQuarter,Wedge Tip 1/4
shapewedgeTipRampLeft,Wedge Tip Ramp Left
shapewedgeTipRampRight,Wedge Tip Ramp Right
shapewedgeTipStairs,Wedge Tip Stairs
shapewedgeTipStairsInsideCorner,Wedge Tip Stairs Inside Corner
shapewedgeTipStairsOutsideCorner,Wedge Tip Stairs Outside Corner
shapewedgeTipStairsQuarterPole,Wedge Tip Stairs 1/4 Pole
shapewedgeTipStairsQuarterPole2,Wedge Tip Stairs 1/4 Pole 2
shapewedgeTipSteepTipLeft,Wedge Tip Steep Tip Left
shapewedgeTipSteepTipRight,Wedge Tip Steep Tip Right
shapewedgeTipSteepWedgeLeft,Wedge Tip Steep Wedge Left
shapewedgeTipSteepWedgeRight,Wedge Tip Steep Wedge Right
shapewindowArchTop,Window Arch Top
shapewindowArchTopFilled,Window Arch Top Filled
shapewindowArchTopFilledCentered,Window Arch Top Filled Centered
shapewindowArchTopHalfFilled,Window Arch Top 1/2 Filled
shapewindowArchTopTrim,Window Arch Top Trim
shapewindowBoarded,Window Boarded
shapewindowCentered,Window Centered
shapewindowCircle,Window Circle
shapewindowCircleCorner,Window Circle Corner
shapewindowPanel,Window Panel
shapewindowplug01,Window Plug 01
shapewindowplug02,Window Plug 02
shapewindowplug03,Window Plug 03
shapewindowplug04,Window Plug 04
shapewindowTopRound,Window Top Round
shapewindowTopRoundFilled,Window Top Round Filled
shapewindowTopRoundFilledCentered,Window Top Round Filled Centered
shapewindowTopRoundPlate,Window Top Round Plate
shapewindowTrim,Window Trim
shapewindowTrimBottom,Window Trim Bottom
shapewindowTrimSides,Window Trim Sides
shapewindowTrimTop,Window Trim Top
shapewindowTrimTopFancy,Window Trim Top Fancy
shapewindowTrimTopFancy2,Window Trim Top Fancy 2
shapewindowTrimTopLeft,Window Trim Top Left
shapewindowTrimTopMiddle,Window Trim Top Middle
shapewindowTrimTopRight,Window Trim Top Right
shapewindowTrimTopRound,Window Trim Top Round
shapewoodDebris01,Debris 01
shapewoodDebris02,Debris 02
shapewoodDebris03,Debris 03
xuiSleeperBlockHearingPercent,Hearing Percent:
xuiSleeperBlockHearingPercentTip,"Modifies the noise levels a sleeper reacts to, relative to the defaults."
xuiSleeperBlockMonsterCloset,Monster Closet Preset
xuiSleeperBlockMonsterClosetTip,Set default values for a monster closet.
xuiSleeperBlockPriorityMultiplier,Spawn Priority Multiplier:
xuiSleeperBlockPriorityMultiplierTip,This particular spawn spot is weighted with a lower/higher number when selecting spawn spots.
xuiSleeperBlockProps,Sleeper Block Properties
xuiSleeperBlockSightAngle,Sight Angle:
xuiSleeperBlockSightAngleTip,Angle in which the sleeper sees players.\nSet to -1 to not override the defaults.
xuiSleeperBlockSightRange,Sight Range:
xuiSleeperBlockSightRangeTip,The absolute maximum range that a sleeper notices players.\nSet to -1 to not override the defaults.
xuiSleeperVolumeCount12,1 - 2
xuiSleeperVolumeCount23,2 - 3
xuiSleeperVolumeCount34,3 - 4
xuiSleeperVolumeCount45,4 - 5
xuiSleeperVolumeCount56,5 - 6
xuiSleeperVolumeCount67,6 - 7
xuiSleeperVolumeCount78,7 - 8
xuiSleeperVolumeCount89,8 - 9
xuiSleeperVolumeCount910,9 - 10
xuiSleeperVolumeCountCustom,Custom
leveltoolsShowDecor,Show Decor
leveltoolsShowLoot,Show Loot
leveltoolsShowPaintable,Show Paintable
leveltoolsShowQuestLoot,Show Quest Loot
leveltoolsShowTerrain,Show Terrain
leveltoolsShowUnpaintable,Show Unpaintable
leveltoolsSleeperXRay,Sleeper X-Ray
selectionCategoryDynamicPrefabs,Show Dynamic Prefabs
selectionCategoryPrefabFacing,Show Prefab Facing
selectionCategorySelection,Show Selection
selectionCategorySleeperVolume,Show Sleeper Volumes
selectionCategoryStartPoint,Show Startpoint
selectionCategoryTraderTeleport,Show Trader Teleports
selectionToolsClearSelection,Clear Selection
selectionToolsClearSelectionTip,"Remove all blocks in the current selection, replacing them with air."
selectionToolsCopyAirBlocks,Copy Air blocks
selectionToolsCopySleeperVolume,Copy sleeper volume
selectionToolsCopySleeperVolumeTip,Create a copy of the currently selected sleeper volume.
selectionToolsEditBlocksVolume,Edit blocks in volume
selectionToolsFillSelection,Fill Selection
selectionToolsFillSelectionTip,Fill the current selection with the currently active block in the toolbelt.
selectionToolsRandomFillSelection,Rnd decorate Sel.
selectionToolsRandomFillSelectionTip,Fill a random 10% of the selection with the currently active block in the toolbelt.
selectionToolsRedo,Redo
selectionToolsRedoTip,Redo the last editor action.
selectionToolsUndo,Undo
selectionToolsUndoTip,Undo the last editor action.
TwitchAction_ActionBurnNearby,Burn Nearby
TwitchAction_ActionBurnNearbyCommand,#burn_near
TwitchAction_ActionBurnNearbyDesc,All nearby zombies around the target are burned for a few seconds.
TwitchAction_ActionDegrade,Degrade
TwitchAction_ActionDegradeCommand,#degrade
TwitchAction_ActionDegradeDesc,Slightly degrades all toolbelt items for target and their party.
TwitchAction_ActionEnrage,Enrage
TwitchAction_ActionEnrageCommand,#enrage
TwitchAction_ActionEnrageDesc,Forces all nearby zombies and animals to become enraged and attack the target.
TwitchAction_ActionKaboom,Kaboom
TwitchAction_ActionKaboomCommand,#kaboom
TwitchAction_ActionKaboomDesc,Explodes all zombies around the target without harming the target.
TwitchAction_ActionPull,Pull Enemies
TwitchAction_ActionPullCommand,#pull
TwitchAction_ActionPullDesc,Pulls all spawned enemies to the target so they can't escape. This will show disabled if no spawned enemies exist.
TwitchAction_ActionRagdoll,Ragdoll
TwitchAction_ActionRagdollCommand,#ragdoll
TwitchAction_ActionRagdollDesc,All nearby zombies around the target fall down for a few seconds.
TwitchAction_ActionRepair,Repair
TwitchAction_ActionRepairCommand,#repair
TwitchAction_ActionRepairDesc,Slightly repairs all toolbelt items for target and their party.
TwitchAction_ActionReverse,Reverse
TwitchAction_ActionReverseCommand,#reverse
TwitchAction_ActionReverseDesc,Forces the target and their party to reverse the direction they are facing.
TwitchAction_ActionScare1,Scare 1
TwitchAction_ActionScare1Desc,Scares the target with a random enemy sound around the level of the target.
TwitchAction_ActionScare2,Scare 2
TwitchAction_ActionScare2Desc,Scares the target with a random enemy sound around the level of the target.
TwitchAction_ActionScare3,Scare 3
TwitchAction_ActionScare3Desc,Scares the target with a random enemy sound around the level of the target.
TwitchAction_ActionScareCommand,#scare
TwitchAction_ActionShockNearby,Shock Nearby
TwitchAction_ActionShockNearbyCommand,#shock_near
TwitchAction_ActionShockNearbyDesc,All nearby zombies around the target are shocked for a few seconds.
TwitchAction_ActionSpoil,Spoil
TwitchAction_ActionSpoilCommand,#spoil
TwitchAction_ActionSpoilDesc,Spoils all food in the inventory of the target and their party.
TwitchAction_BuffAntiLeech,Anti-Leech Debuff
TwitchAction_BuffAntiLeechCommand,#antileech
TwitchAction_BuffAntiLeechDesc,"Cancels [AFAFFF]Leech[-] if enabled on Target or apply all damage given as damage to the target and their party for 30 seconds.Does not allow [FFAFAF]Weaken Melee[-], [FFAFAF]Weaken Range[-], [FFAFAF]No Melee[-], [FFAFAF]No Range[-] or [FFAFAF]Headshot Only[-] to be applied."
TwitchAction_BuffBigHead,Big Heads
TwitchAction_BuffBigHeadCommand,#big_head
TwitchAction_BuffBigHeadDesc,Zombies and Animals have their heads enlarged for a short amount of time.
TwitchAction_BuffBlur,Blur Debuff
TwitchAction_BuffBlurCommand,#blur
TwitchAction_BuffBlurDesc,Blurs the vision of the target and their party for 60 seconds.Does not allow other [FFAFAF]Vision Effects[-] or [FFAFAF]Headshot Only[-] to be applied.
TwitchAction_BuffBoostMelee,Boost Melee Buff
TwitchAction_BuffBoostMeleeCommand,#boost_melee
TwitchAction_BuffBoostMeleeDesc,Cancels [FFAFAF]Weaken/No Melee[-] if enabled on Target or increases melee damage for the target and their party for 30 seconds.Does not allow [AFAFFF]Boost Range[-] to be applied.
TwitchAction_BuffBoostRange,Boost Range Buff
TwitchAction_BuffBoostRangeCommand,#boost_range
TwitchAction_BuffBoostRangeDesc,Cancels [FFAFAF]Weaken/No Range[-] if enabled on Target or increases range damage for the target and their party for 30 seconds.Does not allow [AFAFFF]Boost Melee[-] to be applied.
TwitchAction_BuffCelebrate,Celebrate Buff
TwitchAction_BuffCelebrateCommand,#celebrate
TwitchAction_BuffCelebrateDesc,Any zombies/animals killed by the target and their party will explode into confetti for 60 seconds.
TwitchAction_BuffConfuse,Confuse Debuff
TwitchAction_BuffConfuseCommand,#confuse
TwitchAction_BuffConfuseDesc,Target and their party are confused for 30 seconds causing their movement controls to flip.
TwitchAction_BuffDanceOff,Dance Off
TwitchAction_BuffDanceOffCommand,#dance_off
TwitchAction_BuffDanceOffDesc,All zombies break out into dance.
TwitchAction_BuffDeafen,Deafen Debuff
TwitchAction_BuffDeafenCommand,#deafen
TwitchAction_BuffDeafenDesc,Target and their party are deafened for 60 seconds.
TwitchAction_BuffDistort,Distort Debuff
TwitchAction_BuffDistortCommand,#distort
TwitchAction_BuffDistortDesc,Distorts the vision of the target and their party for 60 seconds.Does not allow other [FFAFAF]Vision Effects[-] or [FFAFAF]Headshot Only[-] to be applied.
TwitchAction_BuffEnergize,Energize Buff
TwitchAction_BuffEnergizeCommand,#energize
TwitchAction_BuffEnergizeDesc,Increases stamina regeneration of the target and their party for 60 seconds.
TwitchAction_BuffFast,Fast Buff
TwitchAction_BuffFastCommand,#fast
TwitchAction_BuffFastDesc,Cancels [FFAFAF]Slow[-] if enabled on Target or increases the running speed of the target and their party for 60 seconds.
TwitchAction_BuffGreyscale,Greyscale Debuff
TwitchAction_BuffGreyscaleCommand,#greyscale
TwitchAction_BuffGreyscaleDesc,Changes the vision of the target and their party to black and white for 60 seconds.Does not allow other [FFAFAF]Vision Effects[-] or [FFAFAF]Headshot Only[-] to be applied.
TwitchAction_BuffHeadshotOnly,Headshot Only Debuff
TwitchAction_BuffHeadshotOnlyCommand,#headshot
TwitchAction_BuffHeadshotOnlyDesc,"Target and their party can only damage zombies and animals with headshots.Does not allow [FFAFAF]Vision Effects[-], [FFAFAF]Weaken Melee[-], [FFAFAF]Weaken Range[-], [FFAFAF]No Melee[-], [FFAFAF]No Range[-] or [FFAFAF]Anti-Leech[-] to be applied."
TwitchAction_BuffHurt,Hurt Debuff
TwitchAction_BuffHurtCommand,#hurt
TwitchAction_BuffHurtDesc,Cancels [AFAFFF]Regen[-] if enabled on Target or reduces the max health of the target and their party for 30 seconds.
TwitchAction_BuffJump,Jump Buff
TwitchAction_BuffJumpCommand,#jump
TwitchAction_BuffJumpDesc,Increases jump height of the target and their party for 60 seconds.
TwitchAction_BuffKeepMoving,Keep Moving Debuff
TwitchAction_BuffKeepMovingCommand,#keep_moving
